Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,date,People_Tested,Mortality_Rate
Kentucky,US,2021-01-04T05:30:45Z,37.6681,-84.6701,276825,2723,37375,236727,21,6196.178637066769,3210804,NA,0.9836539329901562,84000021,USA,71867.48000581062,NA,2021-01-03,NA,NA
Louisiana,US,2021-01-04T05:30:45Z,31.1695,-91.8678,321058,7537,263712,49809,22,6906.264291340937,4256466,NA,2.347550909804459,84000022,USA,91560.64992339947,NA,2021-01-03,NA,NA
Maine,US,2021-01-04T05:30:45Z,44.6939,-69.3819,25592,359,11465,13768,23,1903.8663544143333,1112804,NA,1.4027821194123165,84000023,USA,82784.85834079744,NA,2021-01-03,NA,NA
Maryland,US,2021-01-04T05:30:45Z,39.0639,-76.8021,285319,5994,9378,269947,24,4719.3864048378355,5834126,NA,2.1008064657453587,84000024,USA,96500.74102499637,NA,2021-01-03,NA,NA
Massachusetts,US,2021-01-04T05:30:45Z,42.2302,-71.5301,387662,12610,261672,113380,25,5624.400888907847,11090924,NA,3.252833654059464,84000025,USA,160912.86431068653,NA,2021-01-03,NA,NA
Michigan,US,2021-01-04T05:30:45Z,43.3266,-84.5361,538121,13306,363611,161204,26,5388.291831954738,8122575,NA,2.4726780779787445,84000026,USA,81332.64549597536,NA,2021-01-03,NA,NA
Minnesota,US,2021-01-04T05:30:45Z,45.6945,-93.9002,420544,5489,403419,11636,27,7456.940452852243,5476196,NA,1.3052141987520924,84000027,USA,97102.00949281798,NA,2021-01-03,NA,NA
Mississippi,US,2021-01-04T05:30:45Z,32.7416,-89.6787,222061,4871,167263,49927,28,7461.353581423511,1349719,NA,2.193541414296072,84000028,USA,45351.190414189616,NA,2021-01-03,NA,NA
Missouri,US,2021-01-04T05:30:45Z,38.4561,-92.2884,451605,5770,NA,407102,29,6726.563635451203,3691231,NA,1.3894069828843274,84000029,USA,60142.96216591054,NA,2021-01-03,NA,NA
Montana,US,2021-01-04T05:30:45Z,46.9219,-110.4544,82381,972,76501,4908,30,7707.961803105976,795796,NA,1.179883711049878,84000030,USA,74458.49371899497,NA,2021-01-03,NA,NA
Nebraska,US,2021-01-04T05:30:45Z,41.1254,-98.2681,169000,1672,105963,61365,31,8736.523008589707,1769798,NA,0.9893491124260356,84000031,USA,91490.41980802396,NA,2021-01-03,NA,NA
Nevada,US,2021-01-04T05:30:45Z,38.3135,-117.0554,231614,3180,NA,228434,32,7519.554204397439,2122793,NA,1.372973999844569,84000032,USA,68918.35997916988,NA,2021-01-03,NA,NA
New Hampshire,US,2021-01-04T05:30:45Z,43.4525,-71.5639,47376,780,39574,6096,33,3416.1671119818848,1051054,NA,1.6792249730893434,84000033,USA,77299.80856226066,NA,2021-01-03,NA,NA
New Jersey,US,2021-01-04T05:30:45Z,40.2989,-74.521,545450,19208,56873,415961,34,5539.647316709055,7801895,NA,3.9037317952532513,84000034,USA,87837.51529746606,NA,2021-01-03,NA,NA
New Mexico,US,2021-01-04T05:30:45Z,34.8405,-106.2485,146394,2551,68876,74967,35,6981.685201797572,2006168,NA,1.7425577550992526,84000035,USA,95676.28070767813,NA,2021-01-03,NA,NA
New York,US,2021-01-04T05:30:45Z,42.1657,-74.9481,1023897,38415,104402,881080,36,5263.2882997616725,25849104,NA,3.7518422263176863,84000036,USA,132875.95006384695,NA,2021-01-03,NA,NA
North Carolina,US,2021-01-04T05:30:45Z,35.6301,-79.8064,564924,6910,403488,154526,37,5386.341299325978,7132661,NA,1.2231733826142983,84000037,USA,68007.28331313898,NA,2021-01-03,NA,NA
North Dakota,US,2021-01-04T05:30:45Z,47.5289,-99.784,93041,1317,89879,1852,38,12209.111594594666,1291452,NA,1.4079814275426965,84000038,USA,169468.10102065187,NA,2021-01-03,NA,NA
Northern Mariana Islands,US,2021-01-04T05:30:45Z,15.0979,145.6739,122,2,29,91,69,221.23893805309731,17551,NA,1.639344262295082,580,MNP,31827.57870303206,NA,2021-01-03,NA,NA
Ohio,US,2021-01-04T05:30:45Z,40.3888,-82.7649,721481,13928,579583,132822,39,6172.2544935024935,7898946,NA,1.25796798529691,84000039,USA,67575.31375383903,NA,2021-01-03,NA,NA
Oklahoma,US,2021-01-04T05:30:45Z,35.5653,-96.9289,304375,2547,265293,36232,40,7684.463697105691,2698390,NA,0.8376305611828777,84000040,USA,68193.32261975131,NA,2021-01-03,NA,NA
Oregon,US,2021-01-04T05:30:45Z,44.572,-122.0709,117745,1500,5870,110375,41,2791.662922557761,2652670,NA,1.2739394454116948,84000041,USA,62893.20552703974,NA,2021-01-03,NA,NA
Pennsylvania,US,2021-01-04T05:30:45Z,40.5908,-77.2098,664913,16230,453531,195152,42,5193.825740672016,7715509,NA,2.440920842275606,84000042,USA,30926.311528622624,NA,2021-01-03,NA,NA
Puerto Rico,US,2021-01-04T05:30:45Z,18.2208,-66.5901,78169,1545,68661,7963,72,2447.604560737504,384141,NA,1.976486842610242,630,PRI,12028.109142579096,NA,2021-01-03,NA,NA
Rhode Island,US,2021-01-04T05:30:45Z,41.6809,-71.5118,87949,1974,5381,80791,44,8302.080216281325,1974498,NA,2.020489147119353,84000044,USA,186385.75518638126,NA,2021-01-03,NA,NA
South Carolina,US,2021-01-04T05:30:45Z,33.8569,-80.945,321669,5469,154943,161257,45,6247.560070339895,3261427,NA,1.700194920865859,84000045,USA,63344.497286118436,NA,2021-01-03,NA,NA
South Dakota,US,2021-01-04T05:30:45Z,44.2998,-99.4388,100532,1513,93031,5988,46,11363.926665528752,375955,NA,1.5049934349261926,84000046,USA,42497.16557453211,NA,2021-01-03,NA,NA
Tennessee,US,2021-01-04T05:30:45Z,35.7478,-86.6923,608297,7025,526966,74306,47,8907.329056193326,5735403,NA,1.1548634959567448,84000047,USA,83983.84636267871,NA,2021-01-03,NA,NA
Texas,US,2021-01-04T05:30:45Z,31.0545,-97.5635,1816886,28496,1451846,330044,48,6243.3695323828915,14053710,NA,1.5704405850899288,84000048,USA,48467.95308616421,NA,2021-01-03,NA,NA
Utah,US,2021-01-04T05:30:45Z,40.15,-111.8624,283473,1301,232355,49817,49,8842.068423853338,2274838,NA,0.4589502351193941,84000049,USA,70956.57522650016,NA,2021-01-03,NA,NA
Vermont,US,2021-01-04T05:30:45Z,44.0459,-72.7107,7793,140,5272,2381,50,1248.9002209974856,711104,NA,1.7964840241242142,84000050,USA,113960.98328656435,NA,2021-01-03,NA,NA
Virgin Islands,US,2021-01-04T05:30:45Z,18.3358,-64.8963,2042,23,1920,99,78,1903.6432113957565,36407,NA,1.1263467189030365,850,VIR,33940.22448446881,NA,2021-01-03,NA,NA
Virginia,US,2021-01-04T05:30:45Z,37.7693,-78.17,363765,5124,31368,327273,51,4261.7795121772915,4365480,NA,1.4086017071460968,84000051,USA,51144.868870891165,NA,2021-01-03,NA,NA
Washington,US,2021-01-04T05:30:45Z,47.4009,-121.4905,255396,3459,NA,251937,53,3353.9013614505157,3836820,NA,1.3543673354320351,84000053,USA,50385.73752776303,NA,2021-01-03,NA,NA
West Virginia,US,2021-01-04T05:30:45Z,38.4912,-80.9545,91058,1376,62264,27418,54,5080.944810888839,1560022,NA,1.5111247776142678,84000054,USA,87047.65847890826,NA,2021-01-03,NA,NA
Wisconsin,US,2021-01-04T05:30:45Z,44.2685,-89.6165,526245,5261,454850,66134,55,9038.230403298689,5411129,NA,0.9997244629402656,84000055,USA,92935.85809645931,NA,2021-01-03,NA,NA
Wyoming,US,2021-01-04T05:30:45Z,42.756,-107.3025,44875,438,43068,1369,56,7753.65912236354,501784,NA,0.9760445682451252,84000056,USA,86699.99084247503,NA,2021-01-03,NA,NA
Alabama,US,2021-01-05T05:30:33Z,32.3182,-86.9023,374095,4878,202137,167080,1,7629.6325755605785,1903388,NA,1.3039468584183165,84000001,USA,38819.42043793983,NA,2021-01-04,NA,NA
Alaska,US,2021-01-05T05:30:33Z,61.3707,-152.4044,48382,218,7165,40980,2,6611.076557149593,1297498,NA,0.4507578107230734,84000002,USA,177364.0719299565,NA,2021-01-04,NA,NA
American Samoa,US,2021-01-05T05:30:33Z,-14.271,-170.132,0,0,NA,0,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,2021-01-04,NA,NA
Arizona,US,2021-01-05T05:30:33Z,33.7298,-111.4312,561542,9064,79480,472998,4,7714.848647089864,5288658,NA,1.6141268150913022,84000004,USA,40358.60990336621,NA,2021-01-04,NA,NA
Arkansas,US,2021-01-05T05:30:33Z,34.9697,-92.3731,234781,3800,207898,23083,5,7779.862443021482,2095621,NA,1.6185296084436134,84000005,USA,69441.91869319545,NA,2021-01-04,NA,NA
California,US,2021-01-05T05:30:33Z,36.1162,-119.6816,2490518,27160,NA,2431220,6,6221.112894609852,34127013,NA,1.0935275212562547,84000006,USA,86370.77443099063,NA,2021-01-04,NA,NA
Colorado,US,2021-01-05T05:30:33Z,39.0598,-105.3111,343435,4944,18403,320088,8,5963.721900083629,4529774,NA,1.4395737184620088,84000008,USA,78659.17104031162,NA,2021-01-04,NA,NA
Connecticut,US,2021-01-05T05:30:33Z,41.5978,-72.7554,194636,6168,9800,178668,9,5459.195851554166,4468860,NA,3.1689923755112113,84000009,USA,125343.62591286481,NA,2021-01-04,NA,NA
Delaware,US,2021-01-05T05:30:33Z,39.3185,-75.5071,60333,1085,18851,40545,10,6195.854437009378,1004179,NA,1.5530472544047205,84000010,USA,103123.44674890426,NA,2021-01-04,NA,NA
Diamond Princess,US,2021-01-05T05:30:33Z,NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,USA,NA,NA,2021-01-04,NA,NA
District of Columbia,US,2021-01-05T05:30:33Z,38.8974,-77.0268,29904,797,21127,7980,11,4237.200477790263,921119,NA,2.6651952915997863,84000011,USA,130516.51507830688,NA,2021-01-04,NA,NA
Florida,US,2021-01-05T05:30:33Z,27.7663,-81.6868,1376692,22090,NA,1354602,12,6409.85593593962,16095888,NA,1.6045709570477638,84000012,USA,74942.1971225367,NA,2021-01-04,NA,NA
Georgia,US,2021-01-05T05:30:33Z,33.0406,-83.6431,696063,10971,NA,685092,13,6555.856350453401,5482790,NA,1.5761504346589317,84000013,USA,51639.555097315046,NA,2021-01-04,NA,NA
Grand Princess,US,2021-01-05T05:30:33Z,NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233015,84099999,USA,NA,NA,2021-01-04,NA,NA
Guam,US,2021-01-05T05:30:33Z,13.4443,144.7937,7344,122,7089,133,66,4471.804614288585,96836,NA,1.6612200435729847,316,GUM,58964.00757478887,NA,2021-01-04,NA,NA
Hawaii,US,2021-01-05T05:30:33Z,21.0943,-157.4983,22602,289,11958,10131,15,1580.5101026081454,828410,NA,1.2914469568326037,84000015,USA,58508.820006328264,NA,2021-01-04,NA,NA
Idaho,US,2021-01-05T05:30:33Z,44.2405,-114.4788,143305,1459,60820,81026,16,8019.014417494607,549099,NA,1.0181082306967657,84000016,USA,30726.302624694683,NA,2021-01-04,NA,NA
Illinois,US,2021-01-05T05:30:33Z,40.3495,-88.9861,984880,18412,NA,966468,17,7772.2057469088295,13530371,NA,1.8694663309235644,84000017,USA,106775.26931606753,NA,2021-01-04,NA,NA
Indiana,US,2021-01-05T05:30:33Z,39.8494,-86.2583,529688,9735,351569,169605,18,7867.955573043599,5814026,NA,1.6073613145851895,84000018,USA,86361.213145324,NA,2021-01-04,NA,NA
Iowa,US,2021-01-05T05:30:33Z,42.0115,-93.2105,286356,3992,244677,37687,19,9076.058534358985,1179621,NA,1.3940689212029782,84000019,USA,37388.10866319924,NA,2021-01-04,NA,NA
Kansas,US,2021-01-05T05:30:33Z,38.5266,-96.7265,234069,2890,4643,226764,20,8042.284491132778,1024129,NA,1.233477167868133,84000020,USA,35153.40261983432,NA,2021-01-04,NA,NA
Kentucky,US,2021-01-05T05:30:33Z,37.6681,-84.6701,279142,2749,37455,238938,21,6248.040087087842,3224871,NA,0.984803433377994,84000021,USA,72182.34190371587,NA,2021-01-04,NA,NA
Louisiana,US,2021-01-05T05:30:33Z,31.1695,-91.8678,322181,7585,263712,50884,22,6930.421094159045,4265759,NA,2.3542667010158884,84000022,USA,91760.5512311365,NA,2021-01-04,NA,NA
Maine,US,2021-01-05T05:30:33Z,44.6939,-69.3819,25967,361,11548,14058,23,1931.7637396482105,1133981,NA,1.390226056148188,84000023,USA,84360.27947972492,NA,2021-01-04,NA,NA
Maryland,US,2021-01-05T05:30:33Z,39.0639,-76.8021,287802,6027,9383,272392,24,4760.457053631684,5869617,NA,2.094148060124669,84000024,USA,97087.78830503764,NA,2021-01-04,NA,NA
Massachusetts,US,2021-01-05T05:30:33Z,42.2302,-71.5301,392568,12671,261672,118225,25,5695.579675482188,11146494,NA,3.2277210572435857,84000025,USA,161719.10262498257,NA,2021-01-04,NA,NA
Michigan,US,2021-01-05T05:30:33Z,43.3266,-84.5361,543611,13391,363611,166609,26,5443.264081982949,8294479,NA,2.4633423532636387,84000026,USA,83053.94780359828,NA,2021-01-04,NA,NA
Minnesota,US,2021-01-05T05:30:33Z,45.6945,-93.9002,423688,5502,405556,12630,27,7512.688771182233,5484851,NA,1.2985970808708294,84000027,USA,97255.47695310618,NA,2021-01-04,NA,NA
Mississippi,US,2021-01-05T05:30:33Z,32.7416,-89.6787,223677,4884,182103,36690,28,7515.651938125409,1351335,NA,2.1835056800654518,84000028,USA,45405.48877089151,NA,2021-01-04,NA,NA
Missouri,US,2021-01-05T05:30:33Z,38.4561,-92.2884,454015,5772,NA,408477,29,6748.967156926322,3697356,NA,1.3847947794975048,84000029,USA,60242.75967066335,NA,2021-01-04,NA,NA
Montana,US,2021-01-05T05:30:33Z,46.9219,-110.4544,82664,975,76633,5056,30,7734.440641555122,810880,NA,1.1794735314042388,84000030,USA,75869.82516481438,NA,2021-01-04,NA,NA
Nebraska,US,2021-01-05T05:30:33Z,41.1254,-98.2681,169585,1682,112856,55047,31,8766.764819004056,1775908,NA,0.9918330040982398,84000031,USA,91806.27871679603,NA,2021-01-04,NA,NA
Nevada,US,2021-01-05T05:30:33Z,38.3135,-117.0554,233032,3206,NA,229826,32,7565.5908337110195,2140442,NA,1.3757767173607058,84000032,USA,69491.3504380947,NA,2021-01-04,NA,NA
New Hampshire,US,2021-01-05T05:30:33Z,43.4525,-71.5639,47870,781,40347,6200,33,3480.73965717715,1055767,NA,1.6501859364435432,84000033,USA,77646.42633618468,NA,2021-01-04,NA,NA
New Jersey,US,2021-01-05T05:30:33Z,40.2989,-74.521,547247,19225,57168,416709,34,5551.5813104651,7804170,NA,3.898787674761002,84000034,USA,87863.12835010285,NA,2021-01-04,NA,NA
New Mexico,US,2021-01-05T05:30:33Z,34.8405,-106.2485,147315,2574,69903,74838,35,7025.608669090328,2012759,NA,1.7472762447815904,84000035,USA,95990.61249152887,NA,2021-01-04,NA,NA
New York,US,2021-01-05T05:30:33Z,42.1657,-74.9481,1035139,38599,104939,891601,36,5321.077205350733,25983464,NA,3.7288711950762172,84000036,USA,133566.62052772756,NA,2021-01-04,NA,NA
North Carolina,US,2021-01-05T05:30:33Z,35.6301,-79.8064,570111,6941,487090,76080,37,5435.797424963415,7167886,NA,1.2174822096047964,84000037,USA,68343.14065371711,NA,2021-01-04,NA,NA
North Dakota,US,2021-01-05T05:30:33Z,47.5289,-99.784,93240,1319,90013,1915,38,12235.22495544982,1256505,NA,1.407121407121407,84000038,USA,164882.25367489786,NA,2021-01-04,NA,NA
Northern Mariana Islands,US,2021-01-05T05:30:33Z,15.0979,145.6739,122,2,29,91,69,221.23893805309731,17551,NA,1.639344262295082,580,MNP,31827.57870303206,NA,2021-01-04,NA,NA
Ohio,US,2021-01-05T05:30:33Z,40.3888,-82.7649,727423,14090,585091,133189,39,6223.0881761641185,7929279,NA,1.2569027924605078,84000039,USA,67834.81191879613,NA,2021-01-04,NA,NA
Oklahoma,US,2021-01-05T05:30:33Z,35.5653,-96.9289,307091,2552,267573,36646,40,7752.6724355574,2701089,NA,0.8318908892952723,84000040,USA,68261.53135820304,NA,2021-01-04,NA,NA
Oregon,US,2021-01-05T05:30:33Z,44.572,-122.0709,118453,1506,5870,111077,41,2808.4491754701635,2722777,NA,1.2713903404725926,84000041,USA,64555.40020631918,NA,2021-01-04,NA,NA
Pennsylvania,US,2021-01-05T05:30:33Z,40.5908,-77.2098,670039,16335,465567,188137,42,5233.8663937299125,7735808,NA,2.4379177928448943,84000042,USA,30981.77166063804,NA,2021-01-04,NA,NA
Puerto Rico,US,2021-01-05T05:30:33Z,18.2208,-66.5901,78805,1555,69699,7551,72,2467.5188042436125,384777,NA,1.973225049172007,630,PRI,12048.023386085206,NA,2021-01-04,NA,NA
Rhode Island,US,2021-01-05T05:30:33Z,41.6809,-71.5118,92708,1992,5636,85217,44,8751.313291691877,2046375,NA,2.0009060706735124,84000044,USA,193170.69440917682,NA,2021-01-04,NA,NA
South Carolina,US,2021-01-05T05:30:33Z,33.8569,-80.945,325472,5484,156090,163898,45,6321.423174796658,3282238,NA,1.6849375675941405,84000045,USA,63748.69530527429,NA,2021-01-04,NA,NA
South Dakota,US,2021-01-05T05:30:33Z,44.2998,-99.4388,100643,1513,93099,6031,46,11376.473872983828,376356,NA,1.5033335651759188,84000046,USA,42542.49377443738,NA,2021-01-04,NA,NA
Tennessee,US,2021-01-05T05:30:33Z,35.7478,-86.6923,612250,7168,530494,74588,47,8965.213069691883,5751015,NA,1.1707635769701918,84000047,USA,84212.45380480861,NA,2021-01-04,NA,NA
Texas,US,2021-01-05T05:30:33Z,31.0545,-97.5635,1831146,28570,1464746,335902,48,6308.47878014122,14189167,NA,1.5608471248890907,84000048,USA,48935.11254236421,NA,2021-01-04,NA,NA
Utah,US,2021-01-05T05:30:33Z,40.15,-111.8624,285633,1305,234298,50030,49,8909.44298085003,2284687,NA,0.45687998235497995,84000049,USA,71263.78449125035,NA,2021-01-04,NA,NA
Vermont,US,2021-01-05T05:30:33Z,44.0459,-72.7107,7873,144,5361,2368,50,1261.7209598246122,712861,NA,1.8290359456369871,84000050,USA,114242.55876305512,NA,2021-01-04,NA,NA
Virgin Islands,US,2021-01-05T05:30:33Z,18.3358,-64.8963,2055,24,1920,111,78,1915.76238952903,36408,NA,1.167883211678832,850,VIR,33941.156728940594,NA,2021-01-04,NA,NA
Virginia,US,2021-01-05T05:30:33Z,37.7693,-78.17,367536,5132,31561,330843,51,4305.959602456512,4383477,NA,1.3963258020982978,84000051,USA,51355.71720946318,NA,2021-01-04,NA,NA
Washington,US,2021-01-05T05:30:33Z,47.4009,-121.4905,256435,3482,NA,252953,53,3367.545676610295,3909972,NA,1.3578489675746293,84000053,USA,51346.38136084118,NA,2021-01-04,NA,NA
West Virginia,US,2021-01-05T05:30:33Z,38.4912,-80.9545,91886,1396,63128,27362,54,5127.14637805939,1566412,NA,1.5192738828548418,84000054,USA,87404.21405163751,NA,2021-01-04,NA,NA
Wisconsin,US,2021-01-05T05:30:33Z,44.2685,-89.6165,527871,5269,456529,66073,55,9066.156868416198,5423138,NA,0.9981605354338464,84000055,USA,93142.11204455043,NA,2021-01-04,NA,NA
Wyoming,US,2021-01-05T05:30:33Z,42.756,-107.3025,45257,438,43420,1399,56,7819.662415616863,514334,NA,0.9678060852464812,84000056,USA,88868.42364438393,NA,2021-01-04,NA,NA
Alabama,US,2021-01-06T05:30:39Z,32.3182,-86.9023,379593,4886,202137,172570,1,7741.763771915602,1910881,NA,1.2871680984633542,84000001,USA,38972.239472914036,NA,2021-01-05,NA,NA
Alaska,US,2021-01-06T05:30:39Z,61.3707,-152.4044,48582,218,7165,41177,2,6638.005864300897,1302859,NA,0.4489291598023064,84000002,USA,178096.9044966475,NA,2021-01-05,NA,NA
American Samoa,US,2021-01-06T05:30:39Z,-14.271,-170.132,0,0,NA,0,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,2021-01-05,NA,NA
Arizona,US,2021-01-06T05:30:39Z,33.7298,-111.4312,567474,9317,80302,477855,4,7796.346526455143,5324030,NA,1.641837335278797,84000004,USA,40580.393495172284,NA,2021-01-05,NA,NA
Arkansas,US,2021-01-06T05:30:39Z,34.9697,-92.3731,238888,3836,210617,24435,5,7915.9547803634705,2104323,NA,1.6057734168313185,84000005,USA,69730.274066838,NA,2021-01-05,NA,NA
California,US,2021-01-06T05:30:39Z,36.1162,-119.6816,2529480,27684,NA,2468414,6,6316.5618396109985,34330784,NA,1.0978382203160972,84000006,USA,86886.49079551914,NA,2021-01-05,NA,NA
Colorado,US,2021-01-06T05:30:39Z,39.0598,-105.3111,346893,4991,18534,323368,8,6023.7697994837745,4562056,NA,1.4387721862361016,84000008,USA,79219.74544413912,NA,2021-01-05,NA,NA
Connecticut,US,2021-01-06T05:30:39Z,41.5978,-72.7554,196968,6192,9800,180976,9,5524.604330591058,4499515,NA,3.1436578530522725,84000009,USA,126203.444491285,NA,2021-01-05,NA,NA
Delaware,US,2021-01-06T05:30:39Z,39.3185,-75.5071,61100,1093,18851,41302,10,6274.620955385494,1013723,NA,1.5499181669394435,84000010,USA,104103.56102710716,NA,2021-01-05,NA,NA
Diamond Princess,US,2021-01-06T05:30:39Z,NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,USA,NA,NA,2021-01-05,NA,NA
District of Columbia,US,2021-01-06T05:30:39Z,38.8974,-77.0268,30166,801,21337,8028,11,4274.3241577388,926717,NA,2.655307299608831,84000011,USA,131309.71492697828,NA,2021-01-05,NA,NA
Florida,US,2021-01-06T05:30:39Z,27.7663,-81.6868,1392123,22188,NA,1369935,12,6481.7024251670455,16196076,NA,1.5938246835947685,84000012,USA,75408.67084833006,NA,2021-01-05,NA,NA
Georgia,US,2021-01-06T05:30:39Z,33.0406,-83.6431,706154,11072,NA,695082,13,6650.898245271003,5509880,NA,1.5679299416274637,84000013,USA,51894.70175578387,NA,2021-01-05,NA,NA
Grand Princess,US,2021-01-06T05:30:39Z,NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233015,84099999,USA,NA,NA,2021-01-05,NA,NA
Guam,US,2021-01-06T05:30:39Z,13.4443,144.7937,7357,123,7132,102,66,4479.720390430435,97503,NA,1.6718771238276469,316,GUM,59370.14778145152,NA,2021-01-05,NA,NA
Hawaii,US,2021-01-06T05:30:39Z,21.0943,-157.4983,22757,289,11958,10238,15,1588.06728291823,832476,NA,1.2853013119857684,84000015,USA,58795.992858111465,NA,2021-01-05,NA,NA
Idaho,US,2021-01-06T05:30:39Z,44.2405,-114.4788,144843,1471,61493,81879,16,8105.077319515519,550308,NA,1.0155823892076248,84000016,USA,30793.955452096034,NA,2021-01-05,NA,NA
Illinois,US,2021-01-06T05:30:39Z,40.3495,-88.9861,991719,18562,NA,973157,17,7826.175890584313,13617454,NA,1.871699543923228,84000017,USA,107462.4870411285,NA,2021-01-05,NA,NA
Indiana,US,2021-01-06T05:30:39Z,39.8494,-86.2583,533083,9800,354859,169561,18,7918.38471089547,5845344,NA,1.6250752697047175,84000018,USA,86826.40894480706,NA,2021-01-05,NA,NA
Iowa,US,2021-01-06T05:30:39Z,42.0115,-93.2105,288298,3999,247853,36446,19,9137.61025904338,1181244,NA,1.387106396853256,84000019,USA,37439.54967718625,NA,2021-01-05,NA,NA
Kansas,US,2021-01-06T05:30:39Z,38.5266,-96.7265,233901,2985,4643,225508,20,8002.432968090635,1024129,NA,1.2803685402511842,84000020,USA,35153.40261983432,NA,2021-01-05,NA,NA
Kentucky,US,2021-01-06T05:30:39Z,37.6681,-84.6701,280835,2772,37502,240561,21,6285.934534600003,3234501,NA,0.9870564566382396,84000021,USA,72397.89035589668,NA,2021-01-05,NA,NA
Louisiana,US,2021-01-06T05:30:39Z,31.1695,-91.8678,326648,7635,263712,55301,22,7026.5105315486135,4307755,NA,2.337378462442752,84000022,USA,92663.9253105214,NA,2021-01-05,NA,NA
Maine,US,2021-01-06T05:30:39Z,44.6939,-69.3819,26565,369,11582,14614,23,1976.2507699678326,1143104,NA,1.389045736871824,84000023,USA,85038.96706769468,NA,2021-01-05,NA,NA
Maryland,US,2021-01-06T05:30:39Z,39.0639,-76.8021,289758,6082,9388,274288,24,4792.810734276376,5894499,NA,2.0989929527398727,84000024,USA,97499.35491127547,NA,2021-01-05,NA,NA
Massachusetts,US,2021-01-06T05:30:39Z,42.2302,-71.5301,397202,12734,261672,122796,25,5762.8121453120875,11206212,NA,3.205925448512344,84000025,USA,162585.52226963118,NA,2021-01-05,NA,NA
Michigan,US,2021-01-06T05:30:39Z,43.3266,-84.5361,546642,13608,363611,169423,26,5473.613970841878,8319486,NA,2.489380618393757,84000026,USA,83304.34690313479,NA,2021-01-05,NA,NA
